TANUM,VBELN,LGNUM,VORGA,CONFIRM_TS,MENGE_CONF,LENUM,VLPLA,NLPLA,MEINS,BENUM,TASTATUS
0000700445,4500000078,2000,LOAD,26.05.2025 01:42:46,172,HU248724,A-01-01,A-02-03,PC,OP106,C
0000700447,4500000079,2000,PICK_START,21.07.2025 07:00:00,374,HU337686,A-03-04,A-03-03,PC,OP137,C
0000700448,4500000079,2000,PICK_CONFIRM,21.07.2025 08:57:14,374,HU337686,A-03-04,A-03-03,PC,OP137,C
0000700449,4500000079,2000,PACK_START,21.07.2025 12:02:52,374,HU337686,A-03-04,A-03-03,PC,OP137,C
0000700450,4500000079,2000,PACK_CONFIRM,21.07.2025 14:17:12,374,HU337686,A-03-04,A-03-03,PC,OP137,C
0000700452,4500000079,2000,GOODS_ISSUE,21.07.2025 17:54:07,374,HU337686,A-03-04,A-03-03,PC,OP137,C
0000700451,4500000079,2000,LOAD,21.07.2025 15:53:54,374,HU337686,A-03-04,A-03-03,PC,OP137,C
0000700453,4500000080,3000,PICK_START,11.07.2025 16:00:00,344,HU470472,A-05-01,A-02-05,PC,OP157,C
0000700454,4500000080,3000,PICK_CONFIRM,11.07.2025 20:12:59,344,HU470472,A-05-01,A-02-05,PC,OP157,C
0000700455,4500000080,3000,PACK_START,12.07.2025 00:16:00,344,HU470472,A-05-01,A-02-05,PC,OP157,C
0000700456,4500000080,3000,PACK_CONFIRM,12.07.2025 01:50:37,344,HU470472,A-05-01,A-02-05,PC,OP157,C
0000700457,4500000080,3000,LOAD,12.07.2025 03:34:59,344,HU470472,A-05-01,A-02-05,PC,OP157,C
0000700458,4500000080,3000,GOODS_ISSUE,12.07.2025 05:41:58,344,HU470472,A-05-01,A-02-05,PC,OP157,C
0000700459,4500000082,2000,PICK_START,22.05.2025 13:00:00,129,HU817663,A-03-03,A-05-02,PC,OP283,C
0000700460,4500000082,2000,PICK_CONFIRM,22.05.2025 14:30:09,129,HU817663,A-03-03,A-05-02,PC,OP283,C
0000700461,4500000082,2000,PACK_START,22.05.2025 15:31:43,129,HU817663,A-03-03,A-05-02,PC,OP283,C
0000700462,4500000082,2000,PACK_CONFIRM,22.05.2025 18:10:46,129,HU817663,A-03-03,A-05-02,PC,OP283,C
0000700463,4500000082,2000,LOAD,22.05.2025 21:58:01,129,HU817663,A-03-03,A-05-02,PC,OP283,C
0000700464,4500000082,2000,GOODS_ISSUE,22.05.2025 23:46:50,129,HU817663,A-03-03,A-05-02,PC,OP283,C
0000700465,4500000083,1000,PICK_START,10.06.2025 13:00:00,398,HU962752,A-01-04,A-04-01,PC,OP143,C
0000700466,4500000083,1000,PICK_CONFIRM,10.06.2025 14:55:53,398,HU962752,A-01-04,A-04-01,PC,OP143,C
0000700467,4500000083,1000,PACK_START,10.06.2025 20:17:34,398,HU962752,A-01-04,A-04-01,PC,OP143,C
0000700468,4500000083,1000,PACK_CONFIRM,10.06.2025 22:09:41,398,HU962752,A-01-04,A-04-01,PC,OP143,C
0000700469,4500000083,1000,LOAD,10.06.2025 23:16:25,398,HU962752,A-01-04,A-04-01,PC,OP143,C
0000700470,4500000083,1000,GOODS_ISSUE,11.06.2025 00:52:14,398,HU962752,A-01-04,A-04-01,PC,OP143,C
0000700471,4500000084,3000,PICK_START,23.05.2025 11:00:00,103,HU215485,A-02-03,A-01-04,PC,OP172,C
0000700472,4500000084,3000,PICK_CONFIRM,23.05.2025 15:57:13,103,HU215485,A-02-03,A-01-04,PC,OP172,C
0000700473,4500000084,3000,PACK_START,23.05.2025 20:44:24,103,HU215485,A-02-03,A-01-04,PC,OP172,C
0000700474,4500000084,3000,PACK_CONFIRM,23.05.2025 22:16:00,103,HU215485,A-02-03,A-01-04,PC,OP172,C
0000700475,4500000084,3000,LOAD,24.05.2025 01:50:06,103,HU215485,A-02-03,A-01-04,PC,OP172,C
0000700476,4500000084,3000,GOODS_ISSUE,24.05.2025 04:37:45,103,HU215485,A-02-03,A-01-04,PC,OP172,C
0000700477,4500000085,2000,PICK_START,29.07.2025 15:00:00,249,HU474664,A-01-03,A-04-05,PC,OP185,C
0000700478,4500000085,2000,PICK_CONFIRM,29.07.2025 19:36:51,249,HU474664,A-01-03,A-04-05,PC,OP185,C
0000700479,4500000085,2000,PACK_CONFIRM,30.07.2025 01:32:11,249,HU474664,A-01-03,A-04-05,PC,OP185,C
0000700480,4500000085,2000,LOAD,30.07.2025 04:36:53,249,HU474664,A-01-03,A-04-05,PC,OP185,C
0000700481,4500000085,2000,GOODS_ISSUE,30.07.2025 05:44:20,249,HU474664,A-01-03,A-04-05,PC,OP185,C
0000700482,4500000087,1000,PICK_START,15.05.2025 09:00:00,285,HU224099,A-03-02,A-01-03,PC,OP111,C
0000700483,4500000087,1000,PICK_CONFIRM,15.05.2025 13:35:04,285,HU224099,A-03-02,A-01-03,PC,OP111,C
0000700484,4500000087,1000,PACK_START,15.05.2025 19:04:44,285,HU224099,A-03-02,A-01-03,PC,OP111,C
0000700485,4500000087,1000,PACK_CONFIRM,15.05.2025 21:24:55,285,HU224099,A-03-02,A-01-03,PC,OP111,C
0000700486,4500000087,1000,LOAD,15.05.2025 22:34:56,285,HU224099,A-03-02,A-01-03,PC,OP111,C
0000700487,4500000087,1000,GOODS_ISSUE,15.05.2025 23:50:46,285,HU224099,A-03-02,A-01-03,PC,OP111,C
0000700488,4500000088,1000,PICK_START,31.07.2025 07:00:00,207,HU733870,A-01-05,A-02-01,PC,OP209,C
0000700489,4500000088,1000,PICK_CONFIRM,31.07.2025 10:42:20,207,HU733870,A-01-05,A-02-01,PC,OP209,C
0000700490,4500000088,1000,PACK_START,31.07.2025 16:10:36,207,HU733870,A-01-05,A-02-01,PC,OP209,C
0000700491,4500000088,1000,PACK_CONFIRM,31.07.2025 20:08:07,207,HU733870,A-01-05,A-02-01,PC,OP209,C
0000700492,4500000088,1000,LOAD,31.07.2025 22:33:05,207,HU733870,A-01-05,A-02-01,PC,OP209,C
0000700493,4500000089,4000,PICK_START,22.06.2025 12:00:00,197,HU656249,A-03-01,A-04-05,PC,OP146,C
0000700494,4500000089,4000,PICK_CONFIRM,22.06.2025 15:38:39,197,HU656249,A-03-01,A-04-05,PC,OP146,C
0000700495,4500000089,4000,PACK_START,22.06.2025 17:45:27,197,HU656249,A-03-01,A-04-05,PC,OP146,C
0000700496,4500000089,4000,PACK_CONFIRM,22.06.2025 18:46:05,197,HU656249,A-03-01,A-04-05,PC,OP146,C
0000700497,4500000089,4000,LOAD,22.06.2025 19:50:10,197,HU656249,A-03-01,A-04-05,PC,OP146,C
0000700498,4500000089,4000,GOODS_ISSUE,22.06.2025 21:25:58,197,HU656249,A-03-01,A-04-05,PC,OP146,C
0000700499,4500000090,3000,PICK_START,02.06.2025 09:00:00,84,HU812437,A-03-04,A-01-05,PC,OP270,C
0000700500,4500000090,3000,PICK_CONFIRM,02.06.2025 11:01:49,84,HU812437,A-03-04,A-01-05,PC,OP270,C
0000700501,4500000090,3000,PACK_START,02.06.2025 12:11:53,84,HU812437,A-03-04,A-01-05,PC,OP270,C
0000700502,4500000090,3000,PACK_CONFIRM,02.06.2025 14:59:29,84,HU812437,A-03-04,A-01-05,PC,OP270,C
0000700503,4500000090,3000,LOAD,02.06.2025 18:06:05,84,HU812437,A-03-04,A-01-05,PC,OP270,C
0000700504,4500000090,3000,GOODS_ISSUE,02.06.2025 19:11:55,84,HU812437,A-03-04,A-01-05,PC,OP270,C
0000700505,4500000091,3000,PICK_START,12.05.2025 08:00:00,124,HU820540,A-02-05,A-04-05,PC,OP173,C
0000700506,4500000091,3000,PICK_CONFIRM,12.05.2025 13:55:42,124,HU820540,A-02-05,A-04-05,PC,OP173,C
0000700507,4500000091,3000,PACK_START,12.05.2025 16:59:46,124,HU820540,A-02-05,A-04-05,PC,OP173,C
0000700508,4500000091,3000,PACK_CONFIRM,12.05.2025 18:49:18,124,HU820540,A-02-05,A-04-05,PC,OP173,C
0000700509,4500000091,3000,LOAD,12.05.2025 21:29:30,124,HU820540,A-02-05,A-04-05,PC,OP173,C
0000700510,4500000091,3000,GOODS_ISSUE,12.05.2025 23:40:30,124,HU820540,A-02-05,A-04-05,PC,OP173,C
0000700511,4500000092,3000,PICK_START,15.07.2025 08:00:00,334,HU465308,A-01-04,A-02-04,PC,OP227,C
0000700512,4500000092,3000,PICK_CONFIRM,15.07.2025 12:46:19,334,HU465308,A-01-04,A-02-04,PC,OP227,C
0000700513,4500000092,3000,PACK_START,15.07.2025 18:01:07,334,HU465308,A-01-04,A-02-04,PC,OP227,C
0000700514,4500000092,3000,PACK_CONFIRM,15.07.2025 19:55:15,334,HU465308,A-01-04,A-02-04,PC,OP227,C
0000700515,4500000092,3000,LOAD,15.07.2025 23:02:37,334,HU465308,A-01-04,A-02-04,PC,OP227,C
0000700516,4500000092,3000,GOODS_ISSUE,16.07.2025 01:39:18,334,HU465308,A-01-04,A-02-04,PC,OP227,C
0000700517,4500000093,2000,PICK_START,23.06.2025 12:00:00,174,HU793875,A-03-02,A-02-04,PC,OP282,C
0000700518,4500000093,2000,PICK_CONFIRM,23.06.2025 16:22:06,174,HU793875,A-03-02,A-02-04,PC,OP282,C
0000700519,4500000093,2000,PACK_START,23.06.2025 21:44:11,174,HU793875,A-03-02,A-02-04,PC,OP282,C
0000700520,4500000093,2000,PACK_CONFIRM,23.06.2025 23:18:03,174,HU793875,A-03-02,A-02-04,PC,OP282,C
0000700521,4500000093,2000,LOAD,24.06.2025 02:35:09,174,HU793875,A-03-02,A-02-04,PC,OP282,C
0000700522,4500000093,2000,GOODS_ISSUE,24.06.2025 05:02:04,174,HU793875,A-03-02,A-02-04,PC,OP282,C
0000700523,4500000094,2000,PICK_START,05.05.2025 14:00:00,384,HU937480,A-01-03,A-01-01,PC,OP138,C
0000700524,4500000094,2000,PICK_CONFIRM,05.05.2025 16:36:29,384,HU937480,A-01-03,A-01-01,PC,OP138,C
0000700525,4500000094,2000,PACK_START,05.05.2025 19:56:21,384,HU937480,A-01-03,A-01-01,PC,OP138,C
0000700526,4500000094,2000,PACK_CONFIRM,05.05.2025 22:53:07,384,HU937480,A-01-03,A-01-01,PC,OP138,C
0000700527,4500000094,2000,LOAD,06.05.2025 00:48:38,384,HU937480,A-01-03,A-01-01,PC,OP138,C
0000700528,4500000094,2000,GOODS_ISSUE,06.05.2025 02:31:48,384,HU937480,A-01-03,A-01-01,PC,OP138,C
0000700529,4500000095,3000,PICK_START,13.06.2025 09:00:00,216,HU915565,A-05-01,A-01-05,PC,OP181,C
0000700530,4500000095,3000,PICK_CONFIRM,13.06.2025 11:38:57,216,HU915565,A-05-01,A-01-05,PC,OP181,C
0000700531,4500000095,3000,PACK_START,13.06.2025 16:48:58,216,HU915565,A-05-01,A-01-05,PC,OP181,C
0000700532,4500000095,3000,PACK_CONFIRM,13.06.2025 19:18:50,216,HU915565,A-05-01,A-01-05,PC,OP181,C
0000700533,4500000095,3000,LOAD,13.06.2025 22:16:40,216,HU915565,A-05-01,A-01-05,PC,OP181,C
0000700534,4500000095,3000,GOODS_ISSUE,14.06.2025 00:38:51,216,HU915565,A-05-01,A-01-05,PC,OP181,C
0000700535,4500000096,3000,PICK_START,01.07.2025 07:00:00,91,HU254958,A-03-03,A-03-05,PC,OP284,C
0000700536,4500000096,3000,PICK_CONFIRM,01.07.2025 12:43:33,91,HU254958,A-03-03,A-03-05,PC,OP284,C
0000700537,4500000096,3000,PACK_START,01.07.2025 17:32:51,91,HU254958,A-03-03,A-03-05,PC,OP284,C
0000700538,4500000096,3000,PACK_CONFIRM,01.07.2025 19:47:05,91,HU254958,A-03-03,A-03-05,PC,OP284,C
0000700539,4500000096,3000,LOAD,01.07.2025 23:18:44,91,HU254958,A-03-03,A-03-05,PC,OP284,C
0000700540,4500000096,3000,GOODS_ISSUE,02.07.2025 00:46:31,91,HU254958,A-03-03,A-03-05,PC,OP284,C
0000700541,4500000097,4000,PICK_START,20.06.2025 14:00:00,342,HU935558,A-04-01,A-01-03,PC,OP128,C
0000700542,4500000097,4000,PICK_CONFIRM,20.06.2025 19:03:56,342,HU935558,A-04-01,A-01-03,PC,OP128,C
0000700543,4500000097,4000,PACK_START,21.06.2025 00:05:47,342,HU935558,A-04-01,A-01-03,PC,OP128,C
0000700544,4500000097,4000,PACK_CONFIRM,21.06.2025 03:49:33,342,HU935558,A-04-01,A-01-03,PC,OP128,C
0000700545,4500000097,4000,LOAD,21.06.2025 05:08:49,342,HU935558,A-04-01,A-01-03,PC,OP128,C
0000700546,4500000097,4000,GOODS_ISSUE,21.06.2025 06:20:22,342,HU935558,A-04-01,A-01-03,PC,OP128,C
0000700547,4500000098,4000,PICK_START,20.06.2025 06:00:00,45,HU705912,A-03-04,A-05-04,PC,OP171,C
0000700548,4500000098,4000,PICK_CONFIRM,20.06.2025 07:28:03,45,HU705912,A-03-04,A-05-04,PC,OP171,C
0000700550,4500000098,4000,PACK_CONFIRM,20.06.2025 12:23:57,45,HU705912,A-03-04,A-05-04,PC,OP171,C
0000700549,4500000098,4000,PACK_START,20.06.2025 11:13:51,45,HU705912,A-03-04,A-05-04,PC,OP171,C
0000700551,4500000098,4000,LOAD,20.06.2025 13:25:39,45,HU705912,A-03-04,A-05-04,PC,OP171,C
0000700552,4500000098,4000,GOODS_ISSUE,20.06.2025 14:46:13,45,HU705912,A-03-04,A-05-04,PC,OP171,C
0000700553,4500000099,2000,PICK_START,10.07.2025 11:00:00,359,HU251695,A-01-03,A-03-01,PC,OP132,C
0000700554,4500000099,2000,PICK_CONFIRM,10.07.2025 12:04:41,359,HU251695,A-01-03,A-03-01,PC,OP132,C
0000700555,4500000099,2000,PACK_START,10.07.2025 13:47:57,359,HU251695,A-01-03,A-03-01,PC,OP132,C
0000700556,4500000099,2000,PACK_CONFIRM,10.07.2025 17:15:40,359,HU251695,A-01-03,A-03-01,PC,OP132,C
0000700557,4500000099,2000,LOAD,10.07.2025 20:43:26,359,HU251695,A-01-03,A-03-01,PC,OP132,C
0000700558,4500000099,2000,GOODS_ISSUE,10.07.2025 23:34:54,359,HU251695,A-01-03,A-03-01,PC,OP132,C
0000700559,4500000100,4000,PICK_START,29.07.2025 12:00:00,391,HU290706,A-05-05,A-03-03,PC,OP190,C
0000700560,4500000100,4000,PICK_CONFIRM,29.07.2025 14:09:38,391,HU290706,A-05-05,A-03-03,PC,OP190,C
0000700562,4500000100,4000,PACK_CONFIRM,29.07.2025 21:01:41,391,HU290706,A-05-05,A-03-03,PC,OP190,C
0000700561,4500000100,4000,PACK_START,29.07.2025 18:11:11,391,HU290706,A-05-05,A-03-03,PC,OP190,C
0000700563,4500000100,4000,LOAD,29.07.2025 23:48:53,391,HU290706,A-05-05,A-03-03,PC,OP190,C
0000700564,4500000100,4000,GOODS_ISSUE,30.07.2025 02:45:10,391,HU290706,A-05-05,A-03-03,PC,OP190,C
0000700565,4500000101,4000,PICK_START,04.06.2025 07:00:00,226,HU434826,A-04-01,A-03-04,PC,OP223,C
0000700566,4500000101,4000,PICK_CONFIRM,04.06.2025 08:24:36,226,HU434826,A-04-01,A-03-04,PC,OP223,C
0000700567,4500000101,4000,PACK_START,04.06.2025 12:58:06,226,HU434826,A-04-01,A-03-04,PC,OP223,C
0000700568,4500000101,4000,PACK_CONFIRM,04.06.2025 15:52:13,226,HU434826,A-04-01,A-03-04,PC,OP223,C
0000700569,4500000101,4000,LOAD,04.06.2025 19:05:21,226,HU434826,A-04-01,A-03-04,PC,OP223,C
0000700570,4500000101,4000,GOODS_ISSUE,04.06.2025 20:43:21,226,HU434826,A-04-01,A-03-04,PC,OP223,C
0000700571,4500000102,1000,PICK_START,09.06.2025 15:00:00,100,HU827104,A-03-04,A-04-05,PC,OP262,C
0000700572,4500000102,1000,PICK_CONFIRM,09.06.2025 19:55:19,100,HU827104,A-03-04,A-04-05,PC,OP262,C
0000700573,4500000102,1000,PACK_START,09.06.2025 20:59:02,100,HU827104,A-03-04,A-04-05,PC,OP262,C
0000700574,4500000102,1000,PACK_CONFIRM,09.06.2025 23:13:31,100,HU827104,A-03-04,A-04-05,PC,OP262,C
0000700575,4500000102,1000,LOAD,10.06.2025 02:33:46,100,HU827104,A-03-04,A-04-05,PC,OP262,C
0000700576,4500000102,1000,GOODS_ISSUE,10.06.2025 05:00:45,100,HU827104,A-03-04,A-04-05,PC,OP262,C
0000700577,4500000103,2000,PICK_START,31.07.2025 07:00:00,142,HU449663,A-01-05,A-05-01,PC,OP162,C
0000700578,4500000103,2000,PICK_CONFIRM,31.07.2025 09:48:20,142,HU449663,A-01-05,A-05-01,PC,OP162,C
0000700579,4500000103,2000,PACK_START,31.07.2025 14:24:36,142,HU449663,A-01-05,A-05-01,PC,OP162,C
0000700580,4500000103,2000,PACK_CONFIRM,31.07.2025 16:53:51,142,HU449663,A-01-05,A-05-01,PC,OP162,C
0000700581,4500000103,2000,LOAD,31.07.2025 19:44:51,142,HU449663,A-01-05,A-05-01,PC,OP162,C
0000700582,4500000103,2000,GOODS_ISSUE,31.07.2025 21:39:47,142,HU449663,A-01-05,A-05-01,PC,OP162,C
0000700583,4500000104,4000,PICK_START,16.06.2025 08:00:00,338,HU501798,A-03-04,A-04-03,PC,OP227,C
0000700584,4500000104,4000,PICK_CONFIRM,16.06.2025 13:49:22,338,HU501798,A-03-04,A-04-03,PC,OP227,C
0000700585,4500000104,4000,PACK_START,16.06.2025 16:16:48,338,HU501798,A-03-04,A-04-03,PC,OP227,C
0000700586,4500000104,4000,PACK_CONFIRM,16.06.2025 19:21:53,338,HU501798,A-03-04,A-04-03,PC,OP227,C
0000700587,4500000104,4000,LOAD,16.06.2025 21:50:16,338,HU501798,A-03-04,A-04-03,PC,OP227,C
0000700588,4500000104,4000,GOODS_ISSUE,16.06.2025 23:59:23,338,HU501798,A-03-04,A-04-03,PC,OP227,C
0000700589,4500000105,2000,PICK_START,19.05.2025 16:00:00,354,HU664917,A-04-03,A-04-01,PC,OP236,C
0000700590,4500000105,2000,PICK_CONFIRM,19.05.2025 19:29:47,354,HU664917,A-04-03,A-04-01,PC,OP236,C
0000700591,4500000105,2000,PACK_START,19.05.2025 21:42:23,354,HU664917,A-04-03,A-04-01,PC,OP236,C
0000700592,4500000105,2000,PACK_CONFIRM,20.05.2025 00:40:57,354,HU664917,A-04-03,A-04-01,PC,OP236,C
0000700593,4500000105,2000,LOAD,20.05.2025 03:49:41,354,HU664917,A-04-03,A-04-01,PC,OP236,C
0000700594,4500000105,2000,GOODS_ISSUE,20.05.2025 06:24:23,354,HU664917,A-04-03,A-04-01,PC,OP236,C
0000700595,4500000106,4000,PICK_START,13.07.2025 15:00:00,283,HU662259,A-02-03,A-03-03,PC,OP121,C
0000700596,4500000106,4000,PICK_CONFIRM,13.07.2025 16:13:17,283,HU662259,A-02-03,A-03-03,PC,OP121,C
0000700597,4500000106,4000,PACK_START,13.07.2025 20:36:31,283,HU662259,A-02-03,A-03-03,PC,OP121,C
0000700598,4500000106,4000,PACK_CONFIRM,13.07.2025 22:48:27,283,HU662259,A-02-03,A-03-03,PC,OP121,C
0000700599,4500000106,4000,LOAD,14.07.2025 02:03:56,283,HU662259,A-02-03,A-03-03,PC,OP121,C
0000700600,4500000106,4000,GOODS_ISSUE,14.07.2025 04:59:49,283,HU662259,A-02-03,A-03-03,PC,OP121,C
0000700601,4500000107,2000,PICK_START,09.07.2025 12:00:00,233,HU709184,A-05-03,A-03-04,PC,OP234,C
0000700602,4500000107,2000,PICK_CONFIRM,09.07.2025 17:36:09,233,HU709184,A-05-03,A-03-04,PC,OP234,C
0000700604,4500000107,2000,PACK_CONFIRM,10.07.2025 01:56:59,233,HU709184,A-05-03,A-03-04,PC,OP234,C
0000700603,4500000107,2000,PACK_START,09.07.2025 22:45:33,233,HU709184,A-05-03,A-03-04,PC,OP234,C
0000700605,4500000107,2000,LOAD,10.07.2025 03:59:41,233,HU709184,A-05-03,A-03-04,PC,OP234,C
0000700606,4500000107,2000,GOODS_ISSUE,10.07.2025 05:40:51,233,HU709184,A-05-03,A-03-04,PC,OP234,C
0000700607,4500000108,4000,PICK_START,16.05.2025 09:00:00,168,HU705947,A-05-05,A-05-03,PC,OP291,C
0000700608,4500000108,4000,PICK_CONFIRM,16.05.2025 12:34:47,168,HU705947,A-05-05,A-05-03,PC,OP291,C
0000700609,4500000108,4000,PACK_START,16.05.2025 15:14:05,168,HU705947,A-05-05,A-05-03,PC,OP291,C
0000700610,4500000108,4000,PACK_CONFIRM,16.05.2025 17:30:50,168,HU705947,A-05-05,A-05-03,PC,OP291,C
0000700611,4500000108,4000,LOAD,16.05.2025 19:54:00,168,HU705947,A-05-05,A-05-03,PC,OP291,C
0000700612,4500000108,4000,GOODS_ISSUE,16.05.2025 22:29:44,168,HU705947,A-05-05,A-05-03,PC,OP291,C
0000700613,4500000109,2000,PICK_START,23.06.2025 14:00:00,235,HU329988,A-05-03,A-01-03,PC,OP160,C
0000700614,4500000109,2000,PICK_CONFIRM,23.06.2025 15:56:05,235,HU329988,A-05-03,A-01-03,PC,OP160,C
0000700615,4500000109,2000,PACK_START,23.06.2025 19:13:21,235,HU329988,A-05-03,A-01-03,PC,OP160,C
0000700616,4500000109,2000,PACK_CONFIRM,23.06.2025 21:00:34,235,HU329988,A-05-03,A-01-03,PC,OP160,C
0000700617,4500000109,2000,LOAD,24.06.2025 00:35:51,235,HU329988,A-05-03,A-01-03,PC,OP160,C
0000700618,4500000109,2000,GOODS_ISSUE,24.06.2025 02:39:10,235,HU329988,A-05-03,A-01-03,PC,OP160,C
0000700619,4500000110,3000,PICK_START,18.07.2025 09:00:00,239,HU479279,A-01-01,A-02-02,PC,OP104,C
0000700620,4500000110,3000,PICK_CONFIRM,18.07.2025 11:31:36,239,HU479279,A-01-01,A-02-02,PC,OP104,C
0000700621,4500000110,3000,PACK_START,18.07.2025 15:59:38,239,HU479279,A-01-01,A-02-02,PC,OP104,C
0000700622,4500000110,3000,PACK_CONFIRM,18.07.2025 18:31:35,239,HU479279,A-01-01,A-02-02,PC,OP104,C
0000700623,4500000110,3000,LOAD,18.07.2025 20:46:52,239,HU479279,A-01-01,A-02-02,PC,OP104,C
0000700624,4500000110,3000,GOODS_ISSUE,18.07.2025 22:03:25,239,HU479279,A-01-01,A-02-02,PC,OP104,C
0000700625,4500000111,3000,PICK_START,14.07.2025 09:00:00,76,HU480002,A-04-03,A-04-01,PC,OP134,C
0000700626,4500000111,3000,PICK_CONFIRM,14.07.2025 14:04:33,76,HU480002,A-04-03,A-04-01,PC,OP134,C
0000700627,4500000111,3000,PACK_START,14.07.2025 17:36:11,76,HU480002,A-04-03,A-04-01,PC,OP134,C
0000700628,4500000111,3000,PACK_CONFIRM,14.07.2025 20:05:17,76,HU480002,A-04-03,A-04-01,PC,OP134,C
0000700629,4500000111,3000,LOAD,14.07.2025 23:08:32,76,HU480002,A-04-03,A-04-01,PC,OP134,C
0000700630,4500000111,3000,GOODS_ISSUE,15.07.2025 00:58:24,76,HU480002,A-04-03,A-04-01,PC,OP134,C
0000700631,4500000112,3000,PICK_START,03.06.2025 07:00:00,120,HU215507,A-01-02,A-03-02,PC,OP192,C
0000700632,4500000112,3000,PICK_CONFIRM,03.06.2025 10:51:48,120,HU215507,A-01-02,A-03-02,PC,OP192,C
0000700633,4500000112,3000,PACK_START,03.06.2025 14:34:44,120,HU215507,A-01-02,A-03-02,PC,OP192,C
0000700634,4500000112,3000,PACK_CONFIRM,03.06.2025 18:33:06,120,HU215507,A-01-02,A-03-02,PC,OP192,C
0000700635,4500000112,3000,LOAD,03.06.2025 21:10:40,120,HU215507,A-01-02,A-03-02,PC,OP192,C
0000700636,4500000112,3000,GOODS_ISSUE,03.06.2025 23:41:29,120,HU215507,A-01-02,A-03-02,PC,OP192,C
0000700637,4500000113,1000,PICK_START,17.05.2025 15:00:00,235,HU989980,A-05-05,A-01-05,PC,OP175,C
0000700638,4500000113,1000,PICK_CONFIRM,17.05.2025 19:26:44,235,HU989980,A-05-05,A-01-05,PC,OP175,C
0000700639,4500000113,1000,PACK_START,17.05.2025 23:29:49,235,HU989980,A-05-05,A-01-05,PC,OP175,C
0000700640,4500000113,1000,PACK_CONFIRM,18.05.2025 01:46:53,235,HU989980,A-05-05,A-01-05,PC,OP175,C
0000700641,4500000113,1000,LOAD,18.05.2025 04:37:47,235,HU989980,A-05-05,A-01-05,PC,OP175,C
0000700642,4500000113,1000,GOODS_ISSUE,18.05.2025 07:11:58,235,HU989980,A-05-05,A-01-05,PC,OP175,C
0000700643,4500000114,3000,PICK_START,20.07.2025 16:00:00,365,HU582752,A-01-05,A-04-03,PC,OP207,C
0000700644,4500000114,3000,PICK_CONFIRM,20.07.2025 17:38:03,365,HU582752,A-01-05,A-04-03,PC,OP207,C
0000700645,4500000114,3000,PACK_START,20.07.2025 19:52:58,365,HU582752,A-01-05,A-04-03,PC,OP207,C
0000700646,4500000114,3000,PACK_CONFIRM,20.07.2025 23:01:01,365,HU582752,A-01-05,A-04-03,PC,OP207,C
0000700647,4500000114,3000,LOAD,21.07.2025 02:30:08,365,HU582752,A-01-05,A-04-03,PC,OP207,C
0000700648,4500000114,3000,GOODS_ISSUE,21.07.2025 05:01:31,365,HU582752,A-01-05,A-04-03,PC,OP207,C
0000700649,4500000115,4000,PICK_START,24.07.2025 13:00:00,43,HU354276,A-02-02,A-02-03,PC,OP114,C
0000700650,4500000115,4000,PICK_CONFIRM,24.07.2025 15:38:11,43,HU354276,A-02-02,A-02-03,PC,OP114,C
0000700651,4500000115,4000,PACK_CONFIRM,24.07.2025 22:16:52,43,HU354276,A-02-02,A-02-03,PC,OP114,C
0000700652,4500000115,4000,LOAD,25.07.2025 01:28:45,43,HU354276,A-02-02,A-02-03,PC,OP114,C
0000700653,4500000115,4000,GOODS_ISSUE,25.07.2025 03:56:28,43,HU354276,A-02-02,A-02-03,PC,OP114,C
0000700654,4500000116,2000,PICK_START,02.06.2025 06:00:00,258,HU883281,A-01-05,A-01-04,PC,OP278,C
0000700655,4500000116,2000,PICK_CONFIRM,02.06.2025 07:13:46,258,HU883281,A-01-05,A-01-04,PC,OP278,C
0000700656,4500000116,2000,PACK_START,02.06.2025 12:24:47,258,HU883281,A-01-05,A-01-04,PC,OP278,C
0000700657,4500000116,2000,PACK_CONFIRM,02.06.2025 13:27:43,258,HU883281,A-01-05,A-01-04,PC,OP278,C
0000700658,4500000116,2000,LOAD,02.06.2025 17:15:01,258,HU883281,A-01-05,A-01-04,PC,OP278,C
0000700659,4500000116,2000,GOODS_ISSUE,02.06.2025 18:33:58,258,HU883281,A-01-05,A-01-04,PC,OP278,C
0000700660,4500000117,3000,PICK_START,27.07.2025 16:00:00,52,HU838158,A-01-05,A-03-03,PC,OP287,C
0000700661,4500000117,3000,PICK_CONFIRM,27.07.2025 18:31:39,52,HU838158,A-01-05,A-03-03,PC,OP287,C
0000700662,4500000117,3000,PACK_START,27.07.2025 20:41:53,52,HU838158,A-01-05,A-03-03,PC,OP287,C
0000700663,4500000117,3000,PACK_CONFIRM,27.07.2025 23:39:52,52,HU838158,A-01-05,A-03-03,PC,OP287,C
0000700664,4500000117,3000,LOAD,28.07.2025 02:46:32,52,HU838158,A-01-05,A-03-03,PC,OP287,C
0000700665,4500000117,3000,GOODS_ISSUE,28.07.2025 03:46:40,52,HU838158,A-01-05,A-03-03,PC,OP287,C
0000700666,4500000118,3000,PICK_START,07.05.2025 07:00:00,66,HU127626,A-05-03,A-03-04,PC,OP195,C
0000700667,4500000118,3000,PICK_CONFIRM,07.05.2025 08:30:57,66,HU127626,A-05-03,A-03-04,PC,OP195,C
0000700668,4500000118,3000,PACK_START,07.05.2025 11:00:44,66,HU127626,A-05-03,A-03-04,PC,OP195,C
